Geo Point;Geo Shape;INSEE;commune;gml_id;GID;IDENT;TYPE;NOM;ETAT;NBPLACES;NBVELOS;NBELEC;NBCLASSIQ;CDATE;MDATE;code_commune;GEOM_O
44.85787, -0.55808;"{""coordinates"": [-0.55808, 44.85787], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.90;90;99;VLS;Les Hangars;CONNECTEE;5;15;6;9;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.8403, -0.56914;"{""coordinates"": [-0.56914, 44.8403], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.93;93;102;VLS;Place de la Bourse;CONNECTEE;16;4;1;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.83518, -0.57205;"{""coordinates"": [-0.57205, 44.83518], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.95;95;104;VLS;Grosse Cloche;CONNECTEE;1;16;7;9;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.83064, -0.57321;"{""coordinates"": [-0.57321, 44.83064], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.97;97;106;VLS;Place de la Victoire;CONNECTEE;0;40;23;17;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.82751, -0.57589;"{""coordinates"": [-0.57589, 44.82751], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.98;98;107;VLS;St Nicolas;CONNECTEE;9;6;2;4;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.82471, -0.57815;"{""coordinates"": [-0.57815, 44.82471], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.99;99;108;VLS;Bergonie;CONNECTEE;10;5;1;4;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.82209, -0.58178;"{""coordinates"": [-0.58178, 44.82209], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.100;100;109;VLS;Barriere St Genes;CONNECTEE;20;16;9;7;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.81238, -0.59103;"{""coordinates"": [-0.59103, 44.81238], ""type"": ""Point""}";;Talence;CI_VCUB_P.101;101;110;VLS;Forum;CONNECTEE;33;6;3;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33522;0
44.80681, -0.59245;"{""coordinates"": [-0.59245, 44.80681], ""type"": ""Point""}";33522;Talence;CI_VCUB_P.102;102;111;VLS;Peixotto;CONNECTEE;18;17;10;7;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33522;0
44.80591, -0.60232;"{""coordinates"": [-0.60232, 44.80591], ""type"": ""Point""}";33522;Talence;CI_VCUB_P.103;103;112;VLS;Arts et Metiers;CONNECTEE;21;18;11;7;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33522;0
44.79688, -0.60187;"{""coordinates"": [-0.60187, 44.79688], ""type"": ""Point""}";33522;Talence;CI_VCUB_P.104;104;113;VLS;Ecole de Management;CONNECTEE;12;8;6;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33522;0
44.79313, -0.60547;"{""coordinates"": [-0.60547, 44.79313], ""type"": ""Point""}";33192;Gradignan;CI_VCUB_P.105;105;114;VLS;Compostelle;CONNECTEE;8;19;10;9;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33192;0
44.801376, -0.597153;"{""coordinates"": [-0.597153, 44.801376], ""type"": ""Point""}";33522;Talence;CI_VCUB_P.106;106;115;VLS;CREPS;CONNECTEE;13;19;10;9;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33522;0
44.79667, -0.61704;"{""coordinates"": [-0.61704, 44.79667], ""type"": ""Point""}";33318;Pessac;CI_VCUB_P.107;107;116;VLS;Montaigne Montesquieu;CONNECTEE;33;7;5;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33318;0
44.80038, -0.60986;"{""coordinates"": [-0.60986, 44.80038], ""type"": ""Point""}";33318;Pessac;CI_VCUB_P.108;108;117;VLS;Doyen Brus;CONNECTEE;15;4;3;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33318;0
44.86694, -0.57608;"{""coordinates"": [-0.57608, 44.86694], ""type"": ""Point""}";33069;Le Bouscat;CI_VCUB_P.109;109;118;VLS;Place Ravezies;CONNECTEE;14;5;3;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33069;0
44.8626, -0.57576;"{""coordinates"": [-0.57576, 44.8626], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.110;110;119;VLS;Grand Parc;CONNECTEE;4;16;8;8;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.86261, -0.56718;"{""coordinates"": [-0.56718, 44.86261], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.111;111;120;VLS;St Louis Haussmann;CONNECTEE;25;4;1;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.85891, -0.56584;"{""coordinates"": [-0.56584, 44.85891], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.112;112;121;VLS;Place St Martial;CONNECTEE;2;12;4;8;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.85849, -0.56966;"{""coordinates"": [-0.56966, 44.85849], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.113;113;122;VLS;Cours St Louis Medoc;CONNECTEE;5;11;5;6;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.83779, -0.56716;"{""coordinates"": [-0.56716, 44.83779], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.114;114;123;VLS;Porte de Bourgogne;CONNECTEE;28;7;3;4;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.83387, -0.56271;"{""coordinates"": [-0.56271, 44.83387], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.115;115;124;VLS;Parc des Sports;CONNECTEE;13;7;3;4;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.83183, -0.55966;"{""coordinates"": [-0.55966, 44.83183], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.116;116;125;VLS;Conservatoire;CONNECTEE;9;11;4;7;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.8267, -0.54983;"{""coordinates"": [-0.54983, 44.8267], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.117;117;126;VLS;Quai de Paludate;CONNECTEE;8;3;2;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.8263, -0.55707;"{""coordinates"": [-0.55707, 44.8263], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.118;118;127;VLS;Gare St Jean;CONNECTEE;22;0;0;0;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.82218, -0.56308;"{""coordinates"": [-0.56308, 44.82218], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.119;119;128;VLS;Sacre Coeur;CONNECTEE;4;12;6;6;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.81308, -0.5642;"{""coordinates"": [-0.5642, 44.81308], ""type"": ""Point""}";33039;Bègles;CI_VCUB_P.120;120;129;VLS;Barriere de Begles;DECONNECTEE;6;10;1;9;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33039;0
44.814476, -0.570589;"{""coordinates"": [-0.570589, 44.814476], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.121;121;130;VLS;Barriere de Toulouse;CONNECTEE;12;6;4;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.820258, -0.572205;"{""coordinates"": [-0.572205, 44.820258], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.122;122;131;VLS;Nansouty;CONNECTEE;8;10;4;6;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.82628, -0.57248;"{""coordinates"": [-0.57248, 44.82628], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.123;123;132;VLS;Cours de la Somme;CONNECTEE;5;9;2;7;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.82995, -0.56812;"{""coordinates"": [-0.56812, 44.82995], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.124;124;133;VLS;Capucins;CONNECTEE;16;4;4;0;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.832436, -0.567069;"{""coordinates"": [-0.567069, 44.832436], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.125;125;134;VLS;Place du Maucaillou;CONNECTEE;17;3;1;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.834797, -0.564732;"{""coordinates"": [-0.564732, 44.834797], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.126;126;135;VLS;Place St Michel;CONNECTEE;15;4;1;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.83131, -0.56139;"{""coordinates"": [-0.56139, 44.83131], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.127;127;136;VLS;Eglise Ste Croix;CONNECTEE;16;2;1;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.828327, -0.562299;"{""coordinates"": [-0.562299, 44.828327], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.128;128;137;VLS;Place Andre Meunier;CONNECTEE;21;2;1;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.82656, -0.56455;"{""coordinates"": [-0.56455, 44.82656], ""type"": ""Point""}";;Bordeaux;CI_VCUB_P.129;129;138;VLS;Barbey;CONNECTEE;15;5;3;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.823079, -0.600662;"{""coordinates"": [-0.600662, 44.823079], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.130;130;140;VLS;Charles Perrens;CONNECTEE;17;3;0;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.818874, -0.599919;"{""coordinates"": [-0.599919, 44.818874], ""type"": ""Point""}";33522;Talence;CI_VCUB_P.131;131;141;VLS;Medoquine;CONNECTEE;10;8;7;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33522;0
44.83947, -0.629236;"{""coordinates"": [-0.629236, 44.83947], ""type"": ""Point""}";33281;Mérignac;CI_VCUB_P.132;132;142;VLS;Bourranville;CONNECTEE;5;15;9;6;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33281;0
44.85808, -0.623341;"{""coordinates"": [-0.623341, 44.85808], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.133;133;143;VLS;Pins Francs;CONNECTEE;14;4;3;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.878494, -0.58501;"{""coordinates"": [-0.58501, 44.878494], ""type"": ""Point""}";33075;Bruges;CI_VCUB_P.134;134;144;VLS;Jean Moulin;CONNECTEE;9;10;2;8;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33075;0
44.87904, -0.57057;"{""coordinates"": [-0.57057, 44.87904], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.135;135;145;VLS+;Berges du Lac;CONNECTEE;6;11;11;0;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.888924, -0.567781;"{""coordinates"": [-0.567781, 44.888924], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.136;136;146;VLS+;Palais des Congres;CONNECTEE;15;15;6;9;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.892969, -0.566225;"{""coordinates"": [-0.566225, 44.892969], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.137;137;147;VLS+;Parc des Expositions;CONNECTEE;22;8;4;4;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.885965, -0.541447;"{""coordinates"": [-0.541447, 44.885965], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.138;138;148;VLS+;Berges de Garonne;MAINTENANCE;14;0;0;0;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.87889, -0.51783;"{""coordinates"": [-0.51783, 44.87889], ""type"": ""Point""}";33249;Lormont;CI_VCUB_P.139;139;149;VLS+;Lauriers;CONNECTEE;16;4;3;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33249;0
44.84563, -0.510532;"{""coordinates"": [-0.510532, 44.84563], ""type"": ""Point""}";33167;Floirac;CI_VCUB_P.140;140;151;VLS+;Dravemont;CONNECTEE;8;12;6;6;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33167;0
44.79967, -0.569953;"{""coordinates"": [-0.569953, 44.79967], ""type"": ""Point""}";33550;Villenave-d'Ornon;CI_VCUB_P.141;141;152;VLS;Hopital Robert Picque;CONNECTEE;12;7;4;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33550;0
44.7923, -0.581696;"{""coordinates"": [-0.581696, 44.7923], ""type"": ""Point""}";33550;Villenave-d'Ornon;CI_VCUB_P.142;142;153;VLS+;Parc Sourreil;CONNECTEE;11;9;2;7;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33550;0
44.79209, -0.591518;"{""coordinates"": [-0.591518, 44.79209], ""type"": ""Point""}";33522;Talence;CI_VCUB_P.143;143;154;VLS+;Thouars;CONNECTEE;7;13;10;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33522;0
44.791485, -0.613107;"{""coordinates"": [-0.613107, 44.791485], ""type"": ""Point""}";33192;Gradignan;CI_VCUB_P.144;144;155;VLS+;Village 6 IUT;CONNECTEE;6;18;13;5;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33192;0
44.844304, -0.658911;"{""coordinates"": [-0.658911, 44.844304], ""type"": ""Point""}";33281;Mérignac;CI_VCUB_P.145;145;156;VLS;Hotel de Ville Merignac;CONNECTEE;10;10;5;5;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33281;0
44.85682, -0.659829;"{""coordinates"": [-0.659829, 44.85682], ""type"": ""Point""}";33281;Mérignac;CI_VCUB_P.146;146;157;VLS+;Les Pins;CONNECTEE;11;9;4;5;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33281;0
44.897846, -0.582511;"{""coordinates"": [-0.582511, 44.897846], ""type"": ""Point""}";33075;Bruges;CI_VCUB_P.147;147;159;VLS+;Camping International;CONNECTEE;22;2;1;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33075;0
44.798195, -0.551517;"{""coordinates"": [-0.551517, 44.798195], ""type"": ""Point""}";33039;Bègles;CI_VCUB_P.148;148;162;VLS+;Gare de Begles;CONNECTEE;7;12;4;8;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33039;0
44.785689, -0.565509;"{""coordinates"": [-0.565509, 44.785689], ""type"": ""Point""}";;Bègles;CI_VCUB_P.149;149;163;VLS+;Lycee Vaclav Havel;CONNECTEE;11;6;0;6;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33039;0
44.872397, -0.59081;"{""coordinates"": [-0.59081, 44.872397], ""type"": ""Point""}";33075;Bruges;CI_VCUB_P.151;151;169;VLS+;Bruges La Vache;CONNECTEE;13;7;6;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33075;0
44.866152, -0.560843;"{""coordinates"": [-0.560843, 44.866152], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.152;152;170;VLS;Lucien Faure;CONNECTEE;16;4;4;0;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.82993, -0.581409;"{""coordinates"": [-0.581409, 44.82993], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.153;153;171;VLS;Place Amedee Larrieu;CONNECTEE;18;2;1;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.86178, -0.551499;"{""coordinates"": [-0.551499, 44.86178], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.154;154;172;VLS;La Cite du Vin;CONNECTEE;27;1;1;0;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.86749, -0.5481;"{""coordinates"": [-0.5481, 44.86749], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.155;155;173;VLS;Rue Achard;CONNECTEE;13;7;1;6;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.84918, -0.562409;"{""coordinates"": [-0.562409, 44.84918], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.156;156;174;VLS;Darwin;CONNECTEE;34;9;6;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.826054, -0.531631;"{""coordinates"": [-0.531631, 44.826054], ""type"": ""Point""}";33167;Floirac;CI_VCUB_P.157;157;175;VLS;Arena;CONNECTEE;11;9;4;5;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33167;0
44.813274, -0.55517;"{""coordinates"": [-0.55517, 44.813274], ""type"": ""Point""}";33039;Bègles;CI_VCUB_P.159;159;177;VLS;Cite numerique;CONNECTEE;12;12;8;4;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33039;0
44.8474, -0.587664;"{""coordinates"": [-0.587664, 44.8474], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.161;161;179;VLS;Rue Paulin;DECONNECTEE;19;3;1;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.870701, -0.613588;"{""coordinates"": [-0.613588, 44.870701], ""type"": ""Point""}";;Le Bouscat;CI_VCUB_P.162;162;180;VLS+;Sainte-Germaine;OUT_OF_SERVICE;20;0;0;0;2023-09-02T04:19:01+02:00;2023-09-17T16:27:00+02:00;33069;0
44.866214, -0.60529;"{""coordinates"": [-0.60529, 44.866214], ""type"": ""Point""}";33063;Le Bouscat;CI_VCUB_P.163;163;181;VLS+;Mairie du Bouscat;CONNECTEE;10;10;5;5;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33069;0
44.869373, -0.56634;"{""coordinates"": [-0.56634, 44.869373], ""type"": ""Point""}";;Bordeaux;CI_VCUB_P.166;166;185;VLS;Place Latule;CONNECTEE;15;4;2;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.807389, -0.574862;"{""coordinates"": [-0.574862, 44.807389], ""type"": ""Point""}";;Talence;CI_VCUB_P.167;167;186;VLS;Bagatelle;CONNECTEE;12;8;2;6;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33522;0
44.823285, -0.554574;"{""coordinates"": [-0.554574, 44.823285], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.168;168;251;VLS;Belcier Gare;CONNECTEE;21;19;11;8;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.83303, -0.59289;"{""coordinates"": [-0.59289, 44.83303], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.8;8;9;VLS;Gavinies;CONNECTEE;19;1;1;0;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.815083, -0.550901;"{""coordinates"": [-0.550901, 44.815083], ""type"": ""Point""}";33039;Bègles;CI_VCUB_P.71;71;73;VLS+;Terres Neuves;CONNECTEE;8;12;7;5;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33039;0
44.81535, -0.63444;"{""coordinates"": [-0.63444, 44.81535], ""type"": ""Point""}";33281;Mérignac;CI_VCUB_P.79;79;84;VLS+;Le Burck;CONNECTEE;12;5;3;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33281;0
44.831917, -0.654779;"{""coordinates"": [-0.654779, 44.831917], ""type"": ""Point""}";33281;Mérignac;CI_VCUB_P.81;81;86;VLS+;Merignac Soleil;CONNECTEE;6;14;13;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33281;0
44.87389, -0.57401;"{""coordinates"": [-0.57401, 44.87389], ""type"": ""Point""}";;Bordeaux;CI_VCUB_P.87;87;96;VLS+;Les Aubiers;MAINTENANCE;1;0;0;0;2023-09-02T04:19:00+02:00;2023-09-17T16:27:00+02:00;33063;0
44.8556, -0.56319;"{""coordinates"": [-0.56319, 44.8556], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.91;91;100;VLS;Cours du Medoc;CONNECTEE;29;11;6;5;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.84295, -0.57037;"{""coordinates"": [-0.57037, 44.84295], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.92;92;101;VLS;Place Jean Jaures;CONNECTEE;17;3;1;2;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.83779, -0.57034;"{""coordinates"": [-0.57034, 44.83779], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.94;94;103;VLS;Place du Palais;DECONNECTEE;16;4;0;4;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.83262, -0.57097;"{""coordinates"": [-0.57097, 44.83262], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.96;96;105;VLS;Rue du Mirail;CONNECTEE;12;6;5;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.869064, -0.556399;"{""coordinates"": [-0.556399, 44.869064], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.158;158;176;VLS;Musee Mer Marine;CONNECTEE;14;6;3;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
44.854004, -0.537826;"{""coordinates"": [-0.537826, 44.854004], ""type"": ""Point""}";33063;Cenon;CI_VCUB_P.160;160;178;VLS;Jean Jaures;CONNECTEE;6;13;9;4;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33119;0
44.873805, -0.629383;"{""coordinates"": [-0.629383, 44.873805], ""type"": ""Point""}";33162;Le Bouscat;CI_VCUB_P.164;164;182;VLS+;Hippodrome;CONNECTEE;12;8;5;3;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33069;0
44.877905, -0.534293;"{""coordinates"": [-0.534293, 44.877905], ""type"": ""Point""}";;Lormont;CI_VCUB_P.165;165;184;VLS+;Lormont bas;CONNECTEE;10;10;5;5;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33249;0
44.88192, -0.565221;"{""coordinates"": [-0.565221, 44.88192], ""type"": ""Point""}";33063;Bordeaux;CI_VCUB_P.150;150;166;VLS+;Centre commercial du Lac;CONNECTEE;16;4;3;1;2011-01-01T01:00:00+01:00;2023-09-17T16:27:00+02:00;33063;0
